chocolate cookies,100
chocolate chocolate chip cookies,72
chocolate chip cookies,71
butter cookies,54
sugar cookies,45
oatmeal cookies,38
girl scout cookies,38
peanut butter cookies,37
christmas cookies,22
cake cookies,19
word cookies,18
how to make cookies,17
best cookies,17
no bake cookies,16
easy cookies,16
insomnia cookies,15
campus cookies,15
enable cookies,11
clear cookies,10
