chocolate cookies,100
chip cookies,91
chocolate chip cookies,77
chocolate chocolate chip cookies,75
sugar cookies,42
butter cookies,38
peanut butter cookies,30
no bake cookies,30
pumpkin cookies,29
oatmeal cookies,29
girl scout cookies,20
pumpkin chocolate chip cookies,17
cake mix cookies,15
clear cookies,12
chocolate chip oatmeal cookies,10
word cookies,8
christmas cookies,8
gluten free cookies,6
crumbl cookies,5
best chocolate chip cookies,5
