sugar cookies,70
chocolate chip cookies,69
peanut butter cookies,68
oatmeal cookies,51
girl scout cookies,38
no bake cookies,35
christmas cookies,30
eileens cookies,22
pumpkin cookies,15
cake mix cookies,13
monster cookies,10
oatmeal raisin cookies,9
