chocolate chip cookies,100
sugar cookies,57
oatmeal cookies,57
peanut butter cookies,39
girl scout cookies,34
honolulu cookies,29
shortbread cookies,26
word cookies,25
christmas cookies,20
big island cookies,17
cookies clothing,17
gingerbread cookies,15
no bake cookies,13
almond cookies,13
pumpkin cookies,11
oatmeal raisin cookies,7
