chocolate chip cookies,72
peanut butter cookies,52
sugar cookies,51
oatmeal cookies,48
no bake cookies,33
girl scout cookies,18
christmas cookies,18
pumpkin cookies,16
molasses cookies,8
shortbread cookies,8
oatmeal raisin cookies,7
gingerbread cookies,7
