chocolate cookies,100
butter cookies,75
chocolate chocolate chip cookies,68
chocolate chip cookies,67
sugar cookies,57
peanut butter cookies,57
no bake cookies,52
oatmeal cookies,43
girl scout cookies,42
word cookies,32
insomnia cookies,30
cake cookies,26
christmas cookies,25
easy cookies,19
how to make cookies,18
pumpkin cookies,12
cake mix cookies,11
homemade cookies,11
