chocolate cookies,100
chocolate chocolate chip cookies,70
butter cookies,69
chocolate chip cookies,68
sugar cookies,53
peanut butter cookies,47
girl scout cookies,42
oatmeal cookies,41
insomnia cookies,25
christmas cookies,25
cake cookies,22
word cookies,21
how to make cookies,20
no bake cookies,20
easy cookies,16
cookies by design,14
enable cookies,11
clear cookies,11
chocolate oatmeal cookies,10
