butter cookies,95
chocolate chip cookies,91
sugar cookies,83
peanut butter cookies,80
no bake cookies,70
oatmeal cookies,56
girl scout cookies,54
christmas cookies,26
word cookies,25
cake mix cookies,21
pumpkin cookies,16
monster cookies,13
insomnia cookies,13
lemon cookies,12
oatmeal chocolate chip cookies,11
chocolate no bake cookies,11
hot box cookies,10
oatmeal raisin cookies,10
gluten free cookies,10
