chocolate cookies,100
butter cookies,78
chocolate chip cookies,68
chocolate chocolate chip cookies,66
sugar cookies,56
peanut butter cookies,54
oatmeal cookies,45
girl scout cookies,42
no bake cookies,41
cake cookies,31
word cookies,24
insomnia cookies,24
christmas cookies,21
how to make cookies,20
easy cookies,17
hot box cookies,15
cake mix cookies,15
gooey butter cookies,12
homemade cookies,11
enable cookies,10
