chocolate cookies,100
chocolate chip cookies,70
butter cookies,69
chocolate chocolate chip cookies,69
peanut butter cookies,58
sugar cookies,50
oatmeal cookies,41
girl scout cookies,40
christmas cookies,29
cake cookies,19
word cookies,18
no bake cookies,16
easy cookies,16
how to make cookies,15
insomnia cookies,13
chocolate chip oatmeal cookies,10
