chocolate chip cookies,77
butter cookies,57
sugar cookies,45
peanut butter cookies,43
oatmeal cookies,39
girl scout cookies,31
christmas cookies,20
no bake cookies,20
word cookies,14
oatmeal chocolate chip cookies,10
gluten free cookies,10
pumpkin cookies,10
italian cookies,8
toll house cookies,7
gingerbread cookies,7
oatmeal raisin cookies,6
shortbread cookies,6
molasses cookies,6
apple cookies,6
