chocolate cookies,100
butter cookies,73
peanut butter cookies,59
chocolate chip cookies,59
sugar cookies,55
word cookies,54
oatmeal cookies,53
girl scout cookies,44
no bake cookies,26
insomnia cookies,23
christmas cookies,20
chocolate oatmeal cookies,20
homemade cookies,15
cookies and cream,14
word cookies answers,13
cake mix cookies,12
chocolate no bake cookies,10
