chip cookies,99
chocolate chip cookies,86
butter cookies,60
sugar cookies,58
no bake cookies,55
peanut butter cookies,48
oatmeal cookies,45
girl scout cookies,21
pumpkin cookies,20
christmas cookies,14
word cookies,12
cake mix cookies,12
gingerbread cookies,8
peanut butter no bake cookies,7
shortbread cookies,6
toll house cookies,6
best chocolate chip cookies,6
snickerdoodle cookies,4
