butter cookies,100
chocolate chip cookies,97
sugar cookies,90
insomnia cookies,88
girl scout cookies,78
peanut butter cookies,68
oatmeal cookies,61
word cookies,47
christmas cookies,39
italian cookies,23
pumpkin cookies,20
no bake cookies,19
shortbread cookies,14
gingerbread cookies,14
oatmeal raisin cookies,12
insomnia cookies newark de,11
