chocolate chip cookies,72
sugar cookies,50
oatmeal cookies,47
peanut butter cookies,42
no bake cookies,31
girl scout cookies,22
christmas cookies,18
pumpkin cookies,9
oatmeal raisin cookies,8
toll house cookies,7
gingerbread cookies,7
molasses cookies,6
shortbread cookies,5
